id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
r1760,seamus,grainger,82,denovan circuit,eddington,angaston,3043,qld,19140607,7379109
r1761,rebekah,modystach,34,tauss place,pyramid cara park,iluka,2216,nsw,19341113,8796023
r1762,sophie,george,26,namoi place,,mount colah,2550,,19701117,2122377
r1763,nicholas,braithwaite,4,keverstone circuit,unt 7,port macquarie,7008,act,19431104,5140822
r1764,gianni,dooleby,38,ashburton circuit,brentwoodvlge,ryde,6025,nsw,19371212,5854405
r1765,vendula,webb,31,molloy crescent,gwandalan,clayton,2680,nsw,19350812,7308373
r1766,lachlan,carmody,6,sheehan street,avenel,terrigal,2767,wa,19870722,7537783
r1767,isabella,hyland,11,coverdale street,village walk (cnr high s street,cremorne,4005,act,19290811,9205503
r1768,wil,clarke,51,severne drescent,hazelwoodgarden,coodamup,5070,sa,19400516,4621214
r1769,michzela,george,11,florey drive,,greensborough,6160,qld,19750325,6129953
r1770,samantha,moskwa,28,phillip aenue,,bacchus marsh,2282,sa,19560206,8546803
r1771,matilda,mestrov,,housecicuit,retirement village,taringa,3820,qld,19801119,2536135
r1772,brody,matthews,4,windradyne street,palm la ke resort,mount pleasant,2396,sa,19501711,7311371
r1773,,gilles,157,godfrey street,cassad areen,cape ptaerson,2370,nsw,19180822,6415612
r1774,joshua,mayman,7,pike place,bega flats,,2830,vic,19801013,8311930
r1775,reece,garnett,4,maclagan street,env irina,carlingfzord,0870,nt,19390828,3123598
r1776,charlie,stanley,,amagula avenue,bridies ranch,klemzig,3356,vic,19510717,6800801
r1777,sam,bentham,1,narran street,lake chatsworth,westlake,2306,vic,,8928819
r1778,noah,homann,34,cowper street,,toorka,3556,vic,19940914,4356898
r1779,,kidsley,79,disney court,ramano estdte locn 1,labrador,2281,vic,19450301,2092869
r1780,adriana,beadle,19,wakelin circuit,,werrington,4679,vic,19740613,1644253
r1781,natafia,george,22,woollum street,,morwell,6056,wa,19540306,7746839
r1782,timothy,coulsin,21,kirwan circuit,mason tsreet,monto,6076,nsw,19220722,3079148
r1783,mason,alec,18,barrier street,sec 443 bellamour,park holme,2029,wa,19061024,5623275
r1784,etahn,bartnel,29,meyrick place,binglesree,tarragindi,3691,nsw,19901001,7506591
r1785,oliver,durnin,7,davies place,fairlane estate,paddyngton,2024,nsw,19380406,3902304
r1786,charlote,hyland,25,madsen place,leisure living vlge,clarinda,3108,qlf,19340909,9354762
r1787,brooklyn,naar-cafentas,210,duffy street,tourist park,berwick,2481,nsw,19840802,3624304
r1788,emma,munyarryun,64,warner p lace,,dromana,5052,nsw,19580605,9443774
r1789,shandril,bristow,171,william webb drive,locn 10045,emu plains,4868,vic,,7819868
r1790,charlotte,wasley,53,eyre street,milmilland,cronulla,2564,wa,19931004,3209589
r1791,nacoya,white,7,blakeu olace,st johnof god hospital,young,3282,nsw,19260826,3012061
r1792,joshua,jolly,16,newton street,cliff house 2,kialla,3550,wa,19040622,8221843
r1793,charlie,primavera,6,dawes street,st francis vlge,dover heights,2533,nsw,19250314,3173638
r1794,declgn,,4,drosera place,quandialla,yarra junction,0808,vic,19760613,2291123
r1795,tahlia,crosswell,,newland street,,blackbutt,2304,qld,19041007,5476244
r1796,amber,kexel,75,daintree crescent,,new farm,4061,vic,,9952722
r1797,lachlan,butt,,follettkstreet,elcwick,corowa,4060,nsw,19220712,1863874
r1798,tynan,blacklow,15,annear place,,rheola,4034,nsw,19690520,8046280
r1799,jed,mcfadden,4,frencham place,wychwood,port lincoln,0820,vic,19610503,1096232
r1800,sebastian,mahoay,23,,brentwood vlge,sunshine,4073,qld,19220613,1542344
r1801,jaggah,waller,26,murray crescent,burrawan,ferryden park,2015,nsw,19240709,9945221
r1802,jordan,turco,16,rich street,glendora,pacific paradise,2871,vic,19571025,7877247
r1803,harry,tippins,86,bussau close,north arm,klemzig,4005,nsw,19490706,7994028
r1804,taylor,matthews,1,barnett close,carrington retrmnt vlge,macgregor,5501,vic,19751216,7693194
r1805,mason,worsley,12,waratah sttreet,st francis vlge,bull cerek,3401,nsw,19660827,4225051
r1806,benjamin,royle,15,board p lace,morn moot,arana hills,2076,nsw,19110517,5142627
r1807,harry,kremneff,,,eventi de homes,parkdlae,2747,vic,19410721,6547065
r1808,shakirah,evans-zijlstra,1,,townvoew,robina,2340,vic,19510905,4746855
r1809,jacob,reid,8,daley crescent,,frankston,4507,act,19460118,2644532
r1810,luke,vincent,6,du faur street,ehowk,rose bay,4122,vic,19731223,5930785
r1811,ro nan,phillpott,70,,tieve tara,lalor,2177,sa,19530921,6399449
r1812,jack,crouch,69,arabana street,st john of god hospital,kirwan,4226,nsw,19790717,6658957
r1813,emma,golfer,4,fullerton crescent,carey park,campyie,2107,qld,19260419,1677968
r1814,lillian,noble,20,mcclelland avenue,villa 2,cable beach,4211,wa,19650716,9102917
r1815,toby,hochstadter,,macfarland crescent,beauchamp street,macquarie park,6154,vic,19410519,7961458
r1816,edward,goldsworthy,12,bon place,greenwood,cape clear,3175,nsw,19141014,2597850
r1817,benjamin,novak,39,sherjwood,port jackson circuit,dapto,6163,nt,19010630,6037054
r1818,sarah,campbell,143,wakefield avenue,mira monte,,3075,vic,19100708,7610397
r1819,braiden,goldsworpthy,12,matina street,,tumbarumba,2161,nsw,19501119,7570745
r1820,emiily,croker,15,castleton crescent,montrose,como,4214,nsw,19461118,6056886
r1821,jasper,,,glasgow fptreet,barrcalear,broomd,4066,nsw,19320111,7933243
r1822,grayson,stanley,13,eaglemont retreat,kimberley,punchbowl,4108,tas,19710422,5818249
r1823,bayley,wickel,8,rushbrook circuit,marloo caravn park,port elliot,2487,nsw,19890721,8338862
r1824,oliver,haggett,37,dartnell street,aprt 504,holden hill,4858,nsw,19570530,2086061
r1825,stilring,shepherd,,burnage place,rowetho rpe,winstonh ills,3183,nsw,19320907,5731308
r1826,lucas,ryan,71,walker crescent,brackengrae,belrose,5024,vic,19840323,6371124
r1827,gus,nicolle,31,bennelong crescent,,page,0805,nsw,19510117,8094711
r1828,ella,james-palmer,7,dodwel lstreet,glenaovn,chatham,6058,vic,19921207,5759173
r1829,corey,cono,5,andamooka street,coolinda,hillston,2026,nsw,19900616,4204990
r1830,isaac,stephenson,210,julia flynn avenue,nazareth village,ingleburn,3172,sa,19401214,4166094
r1831,harry,wanders,29,morehead street,carrington retrmnt vlge,trevallyn,2705,sa,19121013,8289232
r1832,reece,lyden,4,cobar place,deergarden caravn park,marulan,2020,sa,19881122,2283032
r1833,grayson,stanley,9,eaglemont retreat,kimberley,brighton-le-sands,4107,tas,19710422,5818249
r1834,oliver,vassiliotis,39,mortimer lewis drive,hattah-kulkyne,leongatha,5022,nsw,19910804,4669127
r1835,olivia,lanyon,3,fairweather circuit,romilly hills,kincumber,2259,vic,19360827,3876231
r1836,renee,white,19,bock place,morningsite,redbank qplains,2137,vic,19050415,8508455
r1837,finn,weller,65,leahy close,st francis village,croydon north,7019,qld,19240729,7243781
r1838,ella,eyles,30,rooth place,cinema centre bldg,yeronga,3730,nsw,19550910,8011704
r1839,,marampon,39,lowanna treet,glenveagh,keysborough,3806,vic,19820914,7380723
r1840,felmingham,keeley,32,angliss place,cranbrook,annandale,2640,nsw,19860811,5148092
r1841,charlotte,shelley,90,cromwell cjircuit,wombatwhill,noble park,2026,vic,19780711,2664293
r1842,jordan,planre,11,austin street,leetsvale caravan park,st johns park,3051,vic,19730321,5757351
r1843,larissa,bradshaw,4,blamey crescent,longridge,dulwich hill,2153,qld,19190309,1828783
r1844,amelia,mcclelland,,winser crescent,pangani,coffs harbour,2250,vic,19640311,7848066
r1845,julia,polmear,31,schlich street,ocean star villas,lower templestowe,6285,vic,19230209,7077889
r1846,ashleigh,haverifeld,40,kinsella street,,coonamble,5008,sa,19380317,4274253
r1847,reeve,coulson,77,macedon crescent,the meadows,springwood,5125,nsw,19490831,3468281
r1848,gracr,morrison,66,quinlivan crescent,greeng rpve,caulfield north,4120,vic,19460909,3999669
r1849,todd,jolly,50,burkitt street,melima,ermington,4226,wa,19360831,8156002
r1850,oliver,bendyk,42,tallara parkway,yarrabin,queenscliff,2148,vic,19100310,5851063
r1851,joshua,portlock,5,minnett close,mehelu,,5047,nsw,19021129,5390434
r1852,samuel,springthorpe,252,lightfoot crescent,,yarloop,2251,,19210325,9449551
r1853,,clarek,,merfield place,,bull creek,2830,act,19210503,2257500
r1854,felicity,pulford,18,federal highway,argyle,mayfidld,4125,qld,19860610,2661643
r1855,harry,beaty,17,grote place,denlo park,south bunbury,2750,wa,19210825,5221442
r1856,blake,baraiolo,23,ashley drive,keralland,werrington,5341,qld,19931119,1790331
r1857,lachlan,vincent,14,mundang crescent,mount beevor,greenwith,2232,vic,19930120,7291816
r1858,sarah,mchenry,15,bullockacircuit,john flynn medical centre,batlow,4564,vic,19020515,2024964
r1859,talia,olivrei,72,westleigh,ankaa place,ballina,3311,qld,19020831,8405432
r1860,ebon i,pantazopoulos,147,allott place,wyoming park,aldgate,2325,sa,19860807,9030076
r1861,sophie,heron,4,milari s treet,cascina,ripley,2006,vic,19600125,8214496
r1862,daniel,jardne,16,lanley tuare,,normanon,2580,act,19331130,1885743
r1863,alia,dobrzycki,3,brittlebankucircuit,yarragmbah,loganlea,2790,vic,19960130,4588807
r1864,dillon,stubvs,40,murphy street,the swamp,salisbury east,7305,sa,19851618,8097614
r1865,nicholas,shepherd,36,jerrabomberra avenue,,altona north,3124,nsw,19441101,3789481
r1866,brandon,portlock,107,warrumbul street,,young,6225,nsw,19600401,1470095
r1867,jack,brown,8,hartley street,macdonald downs station old homestead,st alb ans,3055,qls,19530825,8223201
r1868,emiily,leslze,37,medleystreet,tamar arcade,athelstone,4380,sa,19900328,5816513
r1869,isabelle,brookhouse,105,kavel street,c/-the student village,rivewrood,6014,wa,19200905,9060410
r1870,sarsha,thorpe,10,macleay street,bega flts,toruqay,3197,nsw,19200510,3552154
r1871,nicolas,craswell,48,wilshirestreet,safari lodge,lemongrove,2011,wa,19901127,3325932
r1872,ethan,van engelenhoven,94,albergastreet,arnwood,padstow,2448,nsw,19520227,1081903
r1873,jasper,green,,glasgow street,barraclear,broome,4066,nsw,19320111,7933243
r1874,ajay,irons,86,wanliss street,tarwyn park,moruya,2085,vic,,4283972
r1875,liam,roles,115,davice place,lassaan,auburn,3216,vic,19540701,7584791
r1876,,donaldson,5,studley street,ferngully,hawthorn,2207,vic,19610927,4846388
r1877,brayden,spears,24,beattie crescent,apt 2 005,mont albert,2233,qld,19930707,3208269
r1878,eliza,haack,8,castleton crescent,foxlea,possum creek,3123,vic,,4953359
r1879,amber,neumann,6,mockridge rcescent,rockley,hendra,2630,nsw,19000214,9872778
r1880,hannah,egan,26,kiewa sgtreet,glenanare,granville,2035,vic,19190603,1457616
r1881,anari,berry,,baracchi crescent,rowethorpe,newmarket,0822,nsw,19471009,3672040
r1882,,white,21,garrick street,annandale hill,bidwill,5165,vic,19110905,3247149
r1883,lillian,noble,20,mcclellandavenue,villa 2,cable becah,4211,wa,19650716,9102917
r1884,maliah,de teliga,148,brumby's run,sinclair street,salisburu east,3007,nsw,19040824,3712385
r1885,sophie,reid,11,hoad place,lockwood,beachmere,4106,nsw,19030704,2982434
r1886,caitlin,mason,451,oakey crek road,moondah,crows nest,3036,nsw,19250317,6904870
r1887,nathan,daehn,204,sternberg wcrescent,homevale,adamstown,2671,vic,19110417,4227775
r1888,alissa,kerley,38,magrath lcrescent,homesite 3,mount rorens,4701,nsw,19620109,5187806
r1889,cassidy,lock,23,gurrang avenue,homestead caravan park,callala bay,4068,,19921126,3826197
r1890,alyssa,dixob,11,willandra,halford rcescent,edgecliff,4101,nsw,19860103,3916772
r1891,tippins,hacry,86,bussau c lose,north arm,klemzig,4095,nsw,19490706,7994028
r1892,,miles,184,rowntree crescent,solit aire,auburn,2011,nsw,19630105,8113333
r1893,ashleigh,egan,,cotton street,,park orchards,3133,vic,19610704,5163016
r1894,karla,rump,39,hilder street,killarney,normanhurst,3219,wa,19010414,1507919
r1895,tabitha,mcgrr,2,longerenon g street,berkeley vlge,barmera,4218,act,19221620,6798307
r1896,anita,liesegang,21,fossey street,merricroft,carole park,2295,vic,19271007,6982808
r1897,benjamin,campbell,11,lott place,brandywine stud,kingston,3125,nsw,19310829,2258776
r1898,finlay,white,15,goodwin street,,salisbury heights,4228,qld,19700309,1233871
r1899,christina,weller,6,wattle street,neretva,renown park,6108,qld,19300110,6700468
r1900,callum,campbell,137,emery street,texas station,matraville,7021,sa,19760824,8675161
r1901,alex,widdowson,6,brewster place,clonturkle,oaklegih,3042,vic,19191108,1494593
r1902,nicholas,lovel oce,8,collingridge street,rooganore,ardeer,2756,act,19911014,8010826
r1903,joshua,schembri,12,raoul place,croyde,dulwich hill,2574,vic,19670914,2944236
r1904,natalie,colquhoun,22,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220,4281779
r1905,ella,eyles,30,cinema centre bldg,rooth pace,yeronga,3730,nsw,19550910,8011074
r1906,emiily,robson,97,bungonia street,st francs vlge,dianella,5066,wa,19420328,9454883
r1907,jazx,,55,hambidge crescent,the boight,angurug u,4170,vic,19390731,7164553
r1908,zar,stanley,2,paul coe crescent,koah lodge,surry hills,4132,nsw,19971117,1275004
r1909,nicholas,lovelock,8,collingri dge street,rooganore,chester hill,2756,act,19911014,8010826
r1910,xavier,willng,72,blackbutt street,upa cottages,raceview,2506,nsw,19060211,4023184
r1911,charlie,ban,16,pavonia street,lethbridge court,hoppers crossing,2450,vic,19030919,4416130
r1912,madison,oh,495,mccabe crescent,apple cottage,bellevue hill,2758,nsw,,8123343
r1913,cambell,de la cruz,373,wirraway crescent,boxgrove,balaklvaa,2111,nsw,19870911,4131610
r1914,emiily,skene,280,belconnen way,location 6656,templars,2133,sa,19390814,4133934
r1915,benjamin,web,10,giliruk crescent,cherr ycourt,balwyn north,3622,nsw,19860415,1396032
r1916,ayden,white,7,dines xplace,ocean park towers,garran,2506,vic,19390830,7585098
r1917,april,sitepa,18,morrissey street,clarendon park,newcastle,3195,nsw,19150225,1226230
r1918,finn,maczkowiack,32,oxley street,bulliac street,wantirna,2196,nt,19101031,4732796
r1919,karla,rump,39,hilder street,killafney,normanhurst,3219,wa,19010414,1507919
r1920,benjamin,camens,7,harrison dstreet,,lindfiteld,4505,qld,,3523836
r1921,amy,hunting,22,jerrabomberra avenue,elamon cottage,toronto,4873,qld,19430818,3644846
r1922,hugo,manson,31,cox street,milpara,mount eligza,2530,qld,19321204,2042233
r1923,charlotte,hylawnd,25,madsen place,leisure oiving vlge,clarinda,3108,qld,19340909,9354762
r1924,reece,garett,4,maclagan atreet,envidona,carlingford,0870,nt,19390828,3125398
r1925,elana,reid,32,vallance place,allandale aged care facility,somerton park,2821,nsw,19630226,3425250
r1926,timothy,neville,,fihelly street,villa 2,st lucia,3108,wa,19781123,1955388
r1927,shepherd,jaxk,226,callister crescent,paradise lake resort,lindfield,5037,nsw,19930210,1346125
r1928,dean,verner,28,sully place,kendor,oakey,6271,nsw,19310203,5251886
r1929,ronan,anthomy,4,oldlakce hotel,newman morris circuit,chittering,2148,vic,19710321,5778625
r1930,kz,kiczurczsk,32,paul coe crescent,avenel,wokalp,6112,nsw,19360708,4400796
r1931,coby,fleet,27,heagney ctescent,,cremor ne,3078,vic,19260518,1390881
r1932,jordan,gold,6,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117,1139906
r1933,chandelr,ay,65,plant road,blck1089,findon,2086,,19510715,1609739
r1934,karissa,creten,22,noarlunga crescent,birrabilla,moranbah,2525,nsw,19360703,2328993
r1935,james,fitzpatrick,42,clement place,bedarra,ngunnawal,4218,qld,19490905,4297928
r1936,jessica,rezaee,47,jim pike avenue,brentwood vlge,cabramatta,2046,vic,19100730,2918185
r1937,alexander,jaffres,9,summerland circuit,flr 8,northgate,2224,nsw,19470906,9549391
r1938,lucy,spargo,3,smalley circuit,locn 5940,woree,4511,nsw,19121112,7260253
r1939,,morrison,42,parnell place,,davistown,2580,nsw,19371121,3101161
r1940,daniel,pascoe,31,meacham place,warrah lea,mulwala,3088,qld,19660702,5444795
r1941,chloe,palachicky,97,beirne street,villa 235 henry kendall vlge,lake grace,2850,nsw,19880322,4791960
r1942,neney,croker,15,castleton crescent,montrose,como,4214,nsw,19461118,6056886
r1943,amy,ryan,49,dallas place,the villas north,surfers paradise,2570,qld,19160508,6494659
r1944,vianca,marceau,3,kirkton street,ra 23076,hamilton,6168,sa,19350610,7742413
r1945,,bartdel,3,garrad court,bethsny,broken hill,2449,vic,19831127,1042252
r1946,bradley,broadsby,28,companioncrsecent,tiverton,ballarat,4178,qls,19420323,3143033
r1947,lydia,blake,3,elimatta street,foreshore caravan park,cunnamulla,5082,vic,19300602,5723847
r1948,mitchell,quilliam,370,bromell circuit,paradise lake resort,pingelly,2040,qld,19431231,6372652
r1949,jacq,mcgurk,33,marrawah street,,frenchsjforest,3462,nsw,19940814,7084838
r1950,carly,benger,1,gellibrand street,grandview,carnegie,4011,nsw,19710126,5651019
r1951,nicolet,needhma,5,kooringal,little laura,coochiemuldo island,4670,vic,19560504,8844332
r1952,soph ie,nicolle,112,garling sreet,spring creek,kotara,4740,nt,19111001,7186634
r1953,lucas,campbell,19,dyett circuit,kootong,wangartta,2594,vic,19520124,3068374
r1954,toby,maczkowiack,8,kanooka street,,canley vale,3219,nsw,19000328,7799632
r1955,samantha,noble,52,mara place,tower b rockdale,rochedale south,5495,nsw,19330422,8882475
r1956,olivia,blacwkell,21,barton h ighway,,artarmon,2229,qld,19641223,9582758
r1957,jessica,baillie,26,custance street,tarcolla retirement village,tweedheads,4184,nsw,19281031,4053650
r1958,william,bartel,7,horrocks street,leveritt park,baskerville,3781,qld,19610318,7560544
r1959,kailey,kooymkans,35,la perouse tsreet,masonic memoiral village,redhill,2131,sa,19310813,4609850
r1960,carlin,dabihet,8,holden place,swinger hill,southern river,2730,sa,19505806,9757461
r1961,james,waterlow,484,brigalow street,trevellyn,corio,3167,nsw,19420525,7569973
r1962,giaan,blackwell,139,kleinig street,,wongarra,2250,nsw,19770512,6179681
r1963,jasmine,sach,1,goble street,renown,gawler west,2031,nsw,19791109,2530372
r1964,rafanelli,cassandra,3025,gundara street,,st allans,3020,wa,19270701,7377790
r1965,darcie,priest,66,sid barnes crescent,kinglake central,dianella,3011,vic,19570911,5032178
r1966,kaitlin,donaldson,,praed place,prospect creek,oakleigh east,2121,tas,19520918,3119350
r1967,james,ryan,5,alston street,myliton,lake cathie,4461,wa,19620419,2349088
r1968,blake,thiessen,16,kilburn close,wandarri,sandfly,2576,nsw,19210321,9632907
r1969,alice,rundle,30,blackwell circuit,yuraga,arundel,2795,vic,19651007,1554237
r1970,aaliyah,huddy,60,currong street,chactor,wellington point,2232,sa,19960324,1091178
